path,foundType,descriptiveType,unique,default,description,choices,regex
data/account-creation-ip.js:$,RootNode,N/A,N/A,N/A,None,N/A,N/A
data/account-creation-ip.js:$[*],dict,N/A,None,None,None,None,None
data/account-creation-ip.js:$[*].accountCreationIp,dict,N/A,None,None,None,None,None
data/account-creation-ip.js:$[*].accountCreationIp.accountId,str,https://www.wikidata.org/wiki/Property:P6552,True,None,Unique numeric identifier for the account.,None,None
data/account-creation-ip.js:$[*].accountCreationIp.userCreationIp,str,https://www.wikidata.org/wiki/Q11135,None,None,IP address at account creation.,None,None
data/account-suspension.js:$,RootNode,N/A,N/A,N/A,None,N/A,N/A
data/account-timezone.js:$,RootNode,N/A,N/A,N/A,None,N/A,N/A
data/account-timezone.js:$[*],dict,N/A,None,None,None,None,None
data/account-timezone.js:$[*].accountTimezone,dict,N/A,None,None,None,None,None
data/account-timezone.js:$[*].accountTimezone.accountId,str,https://www.wikidata.org/wiki/Property:P6552,True,None,Unique numeric identifier for the account.,None,None
data/account-timezone.js:$[*].accountTimezone.timeZone,str,https://www.wikidata.org/wiki/Q12143,None,None,Timezone currently associated with the account.,None,None
data/account.js:$,RootNode,N/A,N/A,N/A,None,N/A,N/A
data/account.js:$[*],dict,N/A,None,None,None,None,None
data/account.js:$[*].account,dict,N/A,None,None,None,None,None
data/account.js:$[*].account.email,str,https://www.wikidata.org/wiki/Q1273217,None,None,Email address currently associated with the account if an email address has been provided.,None,None
data/account.js:$[*].account.createdVia,str,https://www.wikidata.org/wiki/Q166142,None,None,Client application used when the account was created. For example: ???web?? if the  account was created from a browser.,None,None
data/account.js:$[*].account.username,str,https://www.wikidata.org/wiki/Q53311579,None,None,The account???s current @username. Note that the @username may change but the account ID will remain the same for the lifetime of the account.,None,None
data/account.js:$[*].account.accountId,str,https://www.wikidata.org/wiki/Property:P6552,None,None,Unique identifier for the account.,None,None
data/account.js:$[*].account.createdAt,str,https://schema.org/DateTime ,None,None,Date and time when the account was created.,None,"[0-9]{4}-[0-9]{2}-[0-9]{2}T[0-9]{2}:[0-9]{2}:[0-9]{2}(\.[0-9]{1,3})?Z "
data/account.js:$[*].account.accountDisplayName,str,https://www.wikidata.org/wiki/Q15901043,None,None,The account???s name as displayed on the profile.,None,None
data/ad-engagements.js:$,RootNode,N/A,N/A,N/A,None,N/A,N/A
data/ad-engagements.js:$[*],dict,N/A,None,None,None,None,None
data/ad-engagements.js:$[*].ad,dict,N/A,None,None,Promoted Tweets the account has engaged with and any associated metadata.,None,None
data/ad-engagements.js:$[*].ad.adsUserData,dict,N/A,None,None,None,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements,dict,N/A,None,None,None,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements,list,N/A,None,None,None,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*],dict,N/A,None,None,None,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes,dict,N/A,None,None,None,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.deviceInfo,dict,N/A,None,None,Information about the device where the engagement occurred such as its ID and operating system.,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.deviceInfo.osType,str,https://schema.org/operatingSystem,None,None,"Family of operating system (e.g. ?Android? for Android-based, ?Desktop? for computers, etc.)","""Android"", ""Desktop""",None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.deviceInfo.deviceId,str,https://schema.org/identifier,True,None,Unique device identifier,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.displayLocation,str,https://schema.org/location,None,None,Location where the ad was engaged with on Twitter.,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.promotedTweetInfo,dict,N/A,None,None,"Information about the associated tweet such as unique identifier, text, URLs and media when applicable.",None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.promotedTweetInfo.tweetId,str,https://www.wikidata.org/wiki/Property:P5933,True,None,identifier of a status on Twitter (tweet number),None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.promotedTweetInfo.tweetText,str,https://schema.org/Text,None,None,text content of the tweet,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.promotedTweetInfo.urls,list,N/A,None,None,list of URLs,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.promotedTweetInfo.urls[*],str,https://schema.org/url,None,None,None,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.promotedTweetInfo.mediaUrls,list,N/A,None,None,None,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.promotedTweetInfo.mediaUrls[*],str,https://schema.org/url,None,None,None,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.advertiserInfo,dict,N/A,None,None,Advertiser name and screen name.,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.advertiserInfo.advertiserName,str,https://schema.org/name,None,None,Official name of the advertiser,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.advertiserInfo.screenName,str,https://www.wikidata.org/wiki/Q53311579,None,None,Twitter handle of the advertiser (beginning with ?@?),None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.matchedTargetingCriteria,list,N/A,None,None,List of targeting criteria that were used to run the campaign.,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.matchedTargetingCriteria[*],dict,N/A,None,None,"Targeting criteria that were used to run the campaign, consisting in a Type and a Value (see below)",None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.matchedTargetingCriteria[*].targetingType,str,https://schema.org/text,None,None,Criteria used to segment the market among Twitter users,"""Age"", ""App Activity Combination"", ""App Activity"", ""Conversation topics"",  ""Conversation topics"", ""Events"", ""Follower look-alikes"", ""Gender"", ""Interests"", ""Keywords"", ""Languages"", ""List"", ""Locations"", ""Platforms"", ""Retargeting campaign engager"", ""Retargeting engagement type"",
",None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.matchedTargetingCriteria[*].targetingValue,str,https://schema.org/text,None,None,Value of the critera above,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.impressionTime,str,https://schema.org/DateTime,None,None,Date and time when the ad was viewed.,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.promotedTrendInfo,dict,N/A,None,None,None,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.promotedTrendInfo.trendId,str,https://schema.org/identifier,None,None,numerical identifier for the promoted trend,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.promotedTrendInfo.name,str,https://www.wikidata.org/wiki/Q278485,None,None,Hashtag of the promoted trend,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].impressionAttributes.promotedTrendInfo.description,str,https://schema.org/text,None,None,Promotional text,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].engagementAttributes,list,N/A,None,None,Type of engagement as well as date and time when it occurred.,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].engagementAttributes[*],dict,N/A,None,None,None,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].engagementAttributes[*].engagementTime,str,https://schema.org/DateTime,None,None,None,None,None
data/ad-engagements.js:$[*].ad.adsUserData.adEngagements.engagements[*].engagementAttributes[*].engagementType,str,https://schema.org/identifier,None,None,typology of the engagement (see observed values),"""CardUrlClick"", ""CarouselSwipeNext"", CarouselSwipePrevious"", ""ChargeableImpression"",  ""CloseWebview"",  ""Detail"",  ""DwellLong"", ""DwellMedium"",  ""DwellShort"",  ""TrendView"",  ""VideoContent1secView"",  ""VideoContent6secView"",  ""VideoContentMrcView"" ""VideoContentPlayback25"", ""VideoContentPlayback50"",  ""VideoContentPlayback75"",  ""VideoContentPlayback95"",  ""VideoContentPlaybackComplete"",  ""VideoContentPlaybackStart"",  ""VideoContentShortFormComplete"",  ""VideoContentViewThreshold"", ""VideoContentViewV2"",  ""VideoSession"", ",None
data/ad-impressions.js:$,RootNode,N/A,N/A,N/A,None,N/A,N/A
data/ad-impressions.js:$[*],dict,N/A,None,None,None,None,None
data/ad-impressions.js:$[*].ad,dict,N/A,None,None,Promoted Tweets the account has viewed and any associated metadata.,None,None
data/ad-impressions.js:$[*].ad.adsUserData,dict,N/A,None,None,None,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions,dict,N/A,None,None,None,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions,list,N/A,None,None,None,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*],dict,N/A,None,None,None,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].deviceInfo,dict,N/A,None,None,Information about the device where the impression was viewed such as its ID and operating system.,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].deviceInfo.osType,str,https://schema.org/operatingSystem,None,None,None,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].deviceInfo.deviceId,str,https://schema.org/identifier,None,None,None,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].displayLocation,str,https://schema.org/location,None,None,Location where the ad was viewed on Twitter.,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].advertiserInfo,dict,N/A,None,None,Advertiser name and screen name.,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].advertiserInfo.advertiserName,str,https://schema.org/name,None,None,None,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].advertiserInfo.screenName,str,https://www.wikidata.org/wiki/Q53311579,None,None,None,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].matchedTargetingCriteria,list,N/A,None,None,Targeting criteria that were used to run the campaign.,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].matchedTargetingCriteria[*],dict,N/A,None,None,None,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].matchedTargetingCriteria[*].targetingType,str,https://schema.org/identifier,None,None,None,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].matchedTargetingCriteria[*].targetingValue,str,https://schema.org/text,None,None,None,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].impressionTime,str,https://schema.org/DateTime,None,None,Date and time when the ad was viewed.,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].promotedTweetInfo,dict,N/A,None,None,"Information about the associated tweet such as unique identifier, text, URLs and media when applicable.",None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].promotedTweetInfo.tweetId,str,https://www.wikidata.org/wiki/Property:P5933,None,None,None,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].promotedTweetInfo.tweetText,str,https://schema.org/text,None,None,None,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].promotedTweetInfo.urls,list,N/A,None,None,None,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].promotedTweetInfo.urls[*],str,https://schema.org/url,None,None,None,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].promotedTweetInfo.mediaUrls,list,N/A,None,None,None,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].promotedTweetInfo.mediaUrls[*],str,https://schema.org/url,None,None,None,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].promotedTrendInfo,dict,N/A,None,None,None,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].promotedTrendInfo.trendId,str,https://schema.org/identifier,None,None,numerical identifier for the promoted trend,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].promotedTrendInfo.name,str,https://www.wikidata.org/wiki/Q278485,None,None,Hashtag of the promoted trend,None,None
data/ad-impressions.js:$[*].ad.adsUserData.adImpressions.impressions[*].promotedTrendInfo.description,str,https://schema.org/text,None,None,Promotional text,None,None
data/ad-mobile-conversions-attributed.js:$,RootNode,N/A,N/A,N/A,None,N/A,N/A
data/ad-mobile-conversions-unattributed.js:$,RootNode,N/A,N/A,N/A,None,N/A,N/A
data/ad-online-conversions-attributed.js:$,RootNode,N/A,N/A,N/A,None,N/A,N/A
data/ad-online-conversions-unattributed.js:$,RootNode,N/A,N/A,N/A,None,N/A,N/A
data/ageinfo.js:$,RootNode,None,N/A,N/A,None,N/A,N/A
data/ageinfo.js:$[*],dict,None,None,None,None,None,None
data/ageinfo.js:$[*].ageMeta,dict,None,None,None,None,None,None
data/ageinfo.js:$[*].ageMeta.ageInfo,dict,None,None,None,Date of birth provided to Twitter and corresponding current age.,None,None
data/ageinfo.js:$[*].ageMeta.ageInfo.age,list,None,None,None,None,None,None
data/ageinfo.js:$[*].ageMeta.ageInfo.age[*],str,None,None,None,None,None,None
data/ageinfo.js:$[*].ageMeta.ageInfo.birthDate,str,https://schema.org/birthDate,None,None,Date of birth provided to Twitter and corresponding current age,None,None
data/app.js:$,RootNode,None,N/A,N/A,None,N/A,N/A
data/birdwatch-note-rating.js:$,RootNode,None,N/A,N/A,None,N/A,N/A
data/birdwatch-note.js:$,RootNode,None,N/A,N/A,None,N/A,N/A
data/block.js:$,RootNode,None,N/A,N/A,None,N/A,N/A
data/block.js:$[*],dict,None,None,None,None,None,None
data/block.js:$[*].blocking,dict,None,None,None,None,None,None
data/block.js:$[*].blocking.accountId,str,https://schema.org/identifier,None,None,Unique identifiers of accounts currently blocked by the account.,None,None
data/block.js:$[*].blocking.userLink,str,None,None,None,"Link to information about the blocked users??? profiles if accessible to the account. For example, this information might not be accessible if blocked profiles are protected or deactivated.",None,None
data/branch-links.js:$,RootNode,None,N/A,N/A,None,N/A,N/A
data/community-tweet.js:$,RootNode,None,N/A,N/A,All the Tweets posted in Communities and not deleted.,N/A,N/A
data/connected-application.js:$,RootNode,None,N/A,N/A,None,N/A,N/A
data/connected-application.js:$[*],dict,None,None,None,None,None,None
data/connected-application.js:$[*].connectedApplication,dict,None,None,None,None,None,None
data/connected-application.js:$[*].connectedApplication.organization,dict,None,None,None,None,None,None
data/connected-application.js:$[*].connectedApplication.organization.name,str,https://schema.org/name,None,None,None,None,None
data/connected-application.js:$[*].connectedApplication.organization.url,str,None,None,None,None,None,None
data/connected-application.js:$[*].connectedApplication.organization.privacyPolicyUrl,str,None,None,None,None,None,None
data/connected-application.js:$[*].connectedApplication.organization.termsAndConditionsUrl,str,None,None,None,None,None,None
data/connected-application.js:$[*].connectedApplication.name,str,https://schema.org/name,None,None,Name of the application.,«Twitter for Android»,None
data/connected-application.js:$[*].connectedApplication.description,str,None,None,None,Brief description of the application as provided by the organization.,None,None
data/connected-application.js:$[*].connectedApplication.permissions,list,None,None,None,List of permissions granted to the connected application by the Twitter account. For example: read or write.,None,None
data/connected-application.js:$[*].connectedApplication.permissions[*],str,None,None,None,None,None,None
data/connected-application.js:$[*].connectedApplication.approvedAt,str,https://schema.org/DateTime,None,None,Date and time when the account authorized the application.,None,None
data/connected-application.js:$[*].connectedApplication.id,str,https://www.wikidata.org/wiki/Q93868746,None,None,Unique numeric identifier for the application.,None,None
data/contact.js:$,RootNode,None,N/A,N/A,None,N/A,N/A
data/device-token.js:$,RootNode,None,N/A,N/A,None,N/A,N/A
data/device-token.js:$[*],dict,None,None,None,None,None,None
data/device-token.js:$[*].deviceToken,dict,None,None,None,None,None,None
data/device-token.js:$[*].deviceToken.clientApplicationId,str,None,None,None,Unique identifier of the application associated with the token. Please note that there may be instances where older tokens do not have a unique identifier associated with them.,None,None
data/device-token.js:$[*].deviceToken.token,str,https://www.wikidata.org/wiki/Q744575,None,None,Token associated with a mobile device or web browser that was used to sign up or log in to this account through twitter.com or one of the other Twitter owned or operated apps within the last 18 months.,None,None
data/device-token.js:$[*].deviceToken.createdAt,str,https://schema.org/DateTime,None,None,Data and time of the creation of the token.,None,"[0-9]{4}-[0-9]{2}-[0-9]{2}T[0-9]{2}:[0-9]{2}:[0-9]{2}(\.[0-9]{1,3})?Z "
data/device-token.js:$[*].deviceToken.lastSeenAt,str,https://schema.org/DateTime,None,None,Date and time of most recent use. Please note that there may be instances where older tokens do show this information.,None,"[0-9]{4}-[0-9]{2}-[0-9]{2}T[0-9]{2}:[0-9]{2}:[0-9]{2}(\.[0-9]{1,3})?Z "
data/device-token.js:$[*].deviceToken.clientApplicationName,str,https://schema.org/name,None,None,Name of the application associated with the token. Please note that there may be instances where older tokens do not have an application name associated with them.,None,None
data/direct-message-group-headers.js:$,RootNode,None,N/A,N/A,None,N/A,N/A
data/direct-message-group-headers.js:$[*],dict,None,None,None,None,None,None
data/direct-message-group-headers.js:$[*].dmConversation,dict,None,None,None,None,None,None
data/direct-message-group-headers.js:$[*].dmConversation.conversationId,str,https://www.wikidata.org/wiki/Q93868746,None,None,"Unique numeric identifier for the Direct Message group conversation. Each conversation has a unique randomly generated conversation ID. Within a conversation, the Direct Messages are ordered in reverse chronological order, meaning that the latest Direct Message will be at the top of the list.",None,None
data/direct-message-group-headers.js:$[*].dmConversation.messages,list,None,None,None,None,None,None
data/direct-message-group-headers.js:$[*].dmConversation.messages[*],dict,None,None,None,None,None,None
data/direct-message-group-headers.js:$[*].dmConversation.messages[*].participantsLeave,dict,None,None,None,None,None,None
data/direct-message-group-headers.js:$[*].dmConversation.messages[*].participantsLeave.userIds,list,None,None,None,None,None,None
data/direct-message-group-headers.js:$[*].dmConversation.messages[*].participantsLeave.userIds[*],str,https://www.wikidata.org/wiki/Property:P6552,None,None,Unique numeric user identifier,None,None
data/direct-message-group-headers.js:$[*].dmConversation.messages[*].participantsLeave.createdAt,str,https://schema.org/DateTime,None,None,None,None,"[0-9]{4}-[0-9]{2}-[0-9]{2}T[0-9]{2}:[0-9]{2}:[0-9]{2}(\.[0-9]{1,3})?Z "
data/direct-message-group-headers.js:$[*].dmConversation.messages[*].messageCreate,dict,None,None,None,None,None,None
data/direct-message-group-headers.js:$[*].dmConversation.messages[*].messageCreate.id,str,https://www.wikidata.org/wiki/Q93868746,None,None,Unique identifier for a specific Direct Message within the conversation.,None,None
data/direct-message-group-headers.js:$[*].dmConversation.messages[*].messageCreate.senderId,str,https://www.wikidata.org/wiki/Property:P6552,None,None,Unique identifier for the account who sent the Direct Message.,None,None
data/direct-message-group-headers.js:$[*].dmConversation.messages[*].messageCreate.createdAt,str,https://schema.org/DateTime,None,None,Date and time the Direct Message was sent.,None,"[0-9]{4}-[0-9]{2}-[0-9]{2}T[0-9]{2}:[0-9]{2}:[0-9]{2}(\.[0-9]{1,3})?Z "
data/direct-message-group-headers.js:$[*].dmConversation.messages[*].joinConversation,dict,None,None,None,Metadata about when the account joined the conversation.,None,None
data/direct-message-group-headers.js:$[*].dmConversation.messages[*].joinConversation.initiatingUserId,str,https://www.wikidata.org/wiki/Q93868746,None,None,Unique numeric user identifier,None,None
data/direct-message-group-headers.js:$[*].dmConversation.messages[*].joinConversation.participantsSnapshot,list,None,None,None,None,None,None
data/direct-message-group-headers.js:$[*].dmConversation.messages[*].joinConversation.participantsSnapshot[*],str,https://www.wikidata.org/wiki/Q93868746,None,None,numeric idendifiers,None,None
data/direct-message-group-headers.js:$[*].dmConversation.messages[*].joinConversation.createdAt,str,https://schema.org/DateTime,None,None,None,None,"[0-9]{4}-[0-9]{2}-[0-9]{2}T[0-9]{2}:[0-9]{2}:[0-9]{2}(\.[0-9]{1,3})?Z "
data/direct-message-headers.js:$,RootNode,None,N/A,N/A,None,N/A,N/A
data/direct-message-headers.js:$[*],dict,None,None,None,None,None,None
data/direct-message-headers.js:$[*].dmConversation,dict,None,None,None,None,None,None
data/direct-message-headers.js:$[*].dmConversation.conversationId,str,https://www.wikidata.org/wiki/Q93868746,None,None,unique numeric identifier for the conversation,None,None
data/direct-message-headers.js:$[*].dmConversation.messages,list,None,None,None,None,None,None
data/direct-message-headers.js:$[*].dmConversation.messages[*],dict,None,None,None,None,None,None
data/direct-message-headers.js:$[*].dmConversation.messages[*].messageCreate,dict,None,None,None,None,None,None
data/direct-message-headers.js:$[*].dmConversation.messages[*].messageCreate.id,str,https://www.wikidata.org/wiki/Q93868746,None,None,Unique identifier for a specific Direct Message within the conversation.,None,None
data/direct-message-headers.js:$[*].dmConversation.messages[*].messageCreate.senderId,str,https://www.wikidata.org/wiki/Property:P6552,None,None,Unique identifier for the account who sent the Direct Message.,None,None
data/direct-message-headers.js:$[*].dmConversation.messages[*].messageCreate.recipientId,str,https://www.wikidata.org/wiki/Property:P6552,None,None,Unique identifier for the account who received the Direct Message.,None,None
data/direct-message-headers.js:$[*].dmConversation.messages[*].messageCreate.createdAt,str,https://schema.org/DateTime,None,None,Date and time the Direct Message was sent.,None,"[0-9]{4}-[0-9]{2}-[0-9]{2}T[0-9]{2}:[0-9]{2}:[0-9]{2}(\.[0-9]{1,3})?Z "
data/direct-message-headers.js:$[*].dmConversation.messages[*].welcomeMessageCreate,dict,None,None,None,None,None,None
data/direct-message-headers.js:$[*].dmConversation.messages[*].welcomeMessageCreate.id,str,https://www.wikidata.org/wiki/Q93868746,None,None,Unique identifier for a specific Direct Message within the conversation.,None,None
data/direct-message-headers.js:$[*].dmConversation.messages[*].welcomeMessageCreate.senderId,str,https://www.wikidata.org/wiki/Property:P6552,None,None,Unique identifier for the account who sent the Direct Message.,None,None
data/direct-message-headers.js:$[*].dmConversation.messages[*].welcomeMessageCreate.recipientId,str,https://www.wikidata.org/wiki/Property:P6552,None,None,Unique identifier for the account who received the Direct Message.,None,None
data/direct-message-headers.js:$[*].dmConversation.messages[*].welcomeMessageCreate.createdAt,str,https://schema.org/DateTime,None,None,Date and time the Direct Message was sent.,None,"[0-9]{4}-[0-9]{2}-[0-9]{2}T[0-9]{2}:[0-9]{2}:[0-9]{2}(\.[0-9]{1,3})?Z "
data/direct-message-mute.js:$,RootNode,None,N/A,N/A,None,N/A,N/A
data/direct-messages-group.js:$,RootNode,None,N/A,N/A,None,N/A,N/A
data/direct-messages-group.js:$[*],dict,None,None,None,None,None,None
data/direct-messages-group.js:$[*].dmConversation,dict,None,None,None,None,None,None
data/direct-messages-group.js:$[*].dmConversation.conversationId,str,https://www.wikidata.org/wiki/Q93868746,None,None,"Unique identifier for the Direct Message group conversation. Each conversation has a unique randomly generated conversation ID. Within a conversation, the Direct Messages are ordered in reverse chronological order, meaning that the latest Direct Message will be at the top of the list.",None,None
data/direct-messages-group.js:$[*].dmConversation.messages,list,None,None,None,None,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*],dict,None,None,None,None,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].participantsLeave,dict,None,None,None,None,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].participantsLeave.userIds,list,None,None,None,None,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].participantsLeave.userIds[*],str,https://www.wikidata.org/wiki/Property:P6552,None,None,Unique identifier for the account,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].participantsLeave.createdAt,str,https://schema.org/DateTime,None,None,None,None,"[0-9]{4}-[0-9]{2}-[0-9]{2}T[0-9]{2}:[0-9]{2}:[0-9]{2}(\.[0-9]{1,3})?Z "
data/direct-messages-group.js:$[*].dmConversation.messages[*].messageCreate,dict,None,None,None,None,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].messageCreate.reactions,list,None,None,None,None,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].messageCreate.reactions[*],dict,None,None,None,None,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].messageCreate.reactions[*].senderId,str,https://www.wikidata.org/wiki/Property:P6552,None,None,None,None,
data/direct-messages-group.js:$[*].dmConversation.messages[*].messageCreate.reactions[*].reactionKey,str,https://schema.org/text,None,None,None,None,
data/direct-messages-group.js:$[*].dmConversation.messages[*].messageCreate.reactions[*].eventId,str,https://www.wikidata.org/wiki/Q93868746,None,None,None,None,
data/direct-messages-group.js:$[*].dmConversation.messages[*].messageCreate.reactions[*].createdAt,str,https://schema.org/DateTime,None,None,None,None,
data/direct-messages-group.js:$[*].dmConversation.messages[*].messageCreate.urls,list,None,None,None,Link included in the Direct Message if applicable.,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].messageCreate.urls[*],dict,None,None,None,None,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].messageCreate.urls[*].url,str,https://schema.org/url,None,None,Tiny URL,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].messageCreate.urls[*].expanded,str,https://schema.org/url,None,None,full URL,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].messageCreate.urls[*].display,str,https://schema.org/url,None,None,"URL of media, without https:// prefix",None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].messageCreate.text,str,https://schema.org/Text,None,None,Text content of the Direct Message.,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].messageCreate.mediaUrls,list,None,None,None,None,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].messageCreate.mediaUrls[*],str,https://schema.org/url,None,None,URL of media,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].messageCreate.senderId,str,https://www.wikidata.org/wiki/Property:P6552,None,None,Unique identifier for the account who sent the Direct Message.,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].messageCreate.id,str,https://www.wikidata.org/wiki/Q93868746,None,None,Unique identifier for a specific Direct Message within the conversation.,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].messageCreate.createdAt,str,https://schema.org/DateTime,None,None,Day and time of when the Direct Message was sent.,None,"[0-9]{4}-[0-9]{2}-[0-9]{2}T[0-9]{2}:[0-9]{2}:[0-9]{2}(\.[0-9]{1,3})?Z "
data/direct-messages-group.js:$[*].dmConversation.messages[*].joinConversation,dict,None,None,None,Metadata about when the account joined the conversation. This field might not be available due to deletions initiated by the account or other participants.,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].joinConversation.initiatingUserId,str,https://www.wikidata.org/wiki/Property:P6552,None,None,Unique identifier for the account,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].joinConversation.participantsSnapshot,list,None,None,None,None,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].joinConversation.participantsSnapshot[*],str,https://www.wikidata.org/wiki/Q93868746,None,None,Numeric identifer for the snapshot ,None,None
data/direct-messages-group.js:$[*].dmConversation.messages[*].joinConversation.createdAt,str,https://schema.org/DateTime,None,None,None,None,"[0-9]{4}-[0-9]{2}-[0-9]{2}T[0-9]{2}:[0-9]{2}:[0-9]{2}(\.[0-9]{1,3})?Z "
data/direct-messages.js:$,RootNode,None,N/A,N/A,None,N/A,N/A
data/direct-messages.js:$[*],dict,None,None,None,None,None,None
data/direct-messages.js:$[*].dmConversation,dict,None,None,None,None,None,None
data/direct-messages.js:$[*].dmConversation.conversationId,str,None,None,None,None,None,None
data/direct-messages.js:$[*].dmConversation.messages,list,None,None,None,None,None,None
data/direct-messages.js:$[*].dmConversation.messages[*],dict,None,None,None,None,None,None
